rule,rule_time
ssc-parity-3b440aca40af1fe8900ab444a9793d1fbc111c9b,0.0
ssc-parity-1a2ca3d29e556e49a48736f369a77b3750a2478c,0.0
ssc-parity-4e8b2305e700cfe39141dfc8e203fcb34dfbd3a6,0.0
ssc-parity-8edad8b5bb1eeeec9175461d6ed80ae851c8a99d,0.0
ssc-parity-80d104578662b301c78425589ae16a47c05df9b3,0.0
ssc-parity-6a65971182cc737c6aa41b77ba52fb6d4c65ad29,0.0
ssc-parity-33fc2205bfe8cc509c688df4a356ea9e8c28316d,0.0
ssc-parity-afd840fd649bc386772d69598a3d5043c6918397,0.0
ssc-parity-5ad19dde03464cfb5b709435fdf2a1fcb2bcfdc7,0.0
ssc-parity-dca4d1e756b88abfdbb5928cb59b1c0d0be7f4b3,0.0
ssc-parity-13d70e7169257edede68214d1ef3bab3d8d5079e,0.0
ssc-parity-9d89f8c3462fff77bd85f0eab95099bac13117d8,0.0
ssc-parity-8435cac2e5be9132d42fc9e2f10274e448a8b052,0.0
ssc-parity-46c10b5b5b376cb0f7bcfa65072bc37d9cac455f,0.0
ssc-parity-ff6006c83843ad276707682178494a281d91e0b0,0.0
ssc-parity-d4c431f6447b508817af1b2f6a3b44c2ebc5e82d,0.0
ssc-parity-82086249794bf467a332cabee39e3649b4bcd658,0.0
ssc-parity-ee55a1ff9c27ebe68e8a5d24f7d188588a72da6b,0.0
ssc-parity-be73e107ca81dc694c0ab4d2d99e463cf48dcb17,0.0
ssc-parity-d108e6eb9edf2e3489e1dd8e28202a85a549c4d8,0.0
ssc-parity-97ba19408af5d4086c73d2f7ac49bf98daa0bc91,0.0
ssc-parity-da1cc5787a23462d5a7b38bed856c42436228a78,0.0
ssc-parity-82e440f3f1eec36c419f55c18eb95ed40b73c82c,0.0
ssc-parity-5323488d3afa35a91e8206ede37bbfa492bd3476,0.0
ssc-parity-0909acd09b27e9ea872767cc952f03344a36e349,0.0
ssc-parity-b42cf23dae354ece665c32c61210ead645a1d0ec,0.0
ssc-parity-38340e942c54f09edbb621fa766380991e3c191d,0.0
ssc-parity-8554a03250ecf2e3240bd9747a96743f6d76b760,0.0
ssc-parity-be13b0113ca609daa1dc88adb70cda37b48a7e40,0.0
ssc-parity-72fea1e838a59870a9677fa2872a431465961361,0.0
ssc-parity-916a1a20d670b3a437538fbac614c53596329383,0.0
ssc-parity-f3209994aae7de276b08e55ebfb692dd6a48dc25,0.0
ssc-parity-173349d00bf0f88e711386cd1cee528b9b35b81e,0.0
ssc-parity-2412bd047a5f1eefdb7f0f243e03f5b274d779f6,0.0
ssc-parity-3ded87304521eb6a985109d107184e7e47a33223,0.0
ssc-parity-87a7a7311e6833c3cfb2382f59a2c7d9b1f82645,0.0
ssc-parity-d7a3770674848c8ff0123f791dece8b6d1a877f8,0.0
ssc-parity-dd4ef3434e0fe28c0c76226586ba024f0a4bf503,0.0
ssc-parity-144461851ae2c702cd0305a32b6c14c4539da610,0.0
ssc-parity-62f774ca21427908c36b88e1d3189f1f9d0b0d14,0.0
ssc-parity-61912bd408a16dab54cbcf43b65134c220b7f7f4,0.0
ssc-parity-124d3911e650f994def7f76c5565074d7bd59cdf,0.0
ssc-parity-2c75b41fcf3ca32c90be9af648695d2eb8803b3d,0.0
ssc-parity-c47bedd0875bb7a7a6ec03ff5edccd13e86933e7,0.0
ssc-parity-c6f3861c75b2f3e4b784690ba3021c5ae6b4f40d,0.0
ssc-parity-992c33d9ed7ea12ed28167ea0e95858edd9454fc,0.0
ssc-parity-7f48d685a5c9390509b33aa2bde249d28a0449ed,0.0
ssc-parity-138bb4502da1315181d5b462b38f691b12e12bc3,0.0
ssc-parity-dbafaa78b24d576e4a9c63085db5a6e906ac06fb,0.0
ssc-parity-953996e7a6c06f4da9a145334fe47e33e01476a5,0.0
ssc-parity-61630bd72e5e991b12cd99070411a1233f879384,0.0
ssc-parity-63bd43432cd5b2c6b2b5178b0ed457a7d7c079d6,0.0
ssc-parity-707ee24901f458b5bd08438292e0417820dd1507,0.0
ssc-parity-9be196f71e888734041d05df3d1c75af27056675,0.0
ssc-parity-2cea3e3f0d2c1dc4454850e86522de11c8f2c5ce,0.0
ssc-parity-7cd1f08a0a0181839c1396c481aece47fc34301b,0.0
ssc-parity-316e4255f94e45518b61c570064587c33040cc6f,0.0
ssc-parity-e1706c8cd612ee310678ed12a799a50b454465ec,0.0
ssc-parity-4242a8ba347649192af13bef91f03b9d2655c79f,0.0
ssc-parity-b469c3eb6494d216f847f5a0c819346a1e91799d,0.0
ssc-parity-9aaf3743c1d4c7b54a02466035d1822f05eae9b6,0.0
ssc-parity-c2003b8e3239c2c22c53ab23034d1cf46d4cf1cf,0.0
ssc-parity-7f231f0f7719dbf797ae361438be3228705e18fe,0.0
ssc-parity-68e32ada5f55d7e47bd2eda2da2f413b9fc2d1dd,0.0
ssc-parity-b0b560bd92472030fdc9f3a273c9804f9d0ece08,0.0
ssc-parity-eda941d8fee686f8da14977dba10f6828694235f,0.0
ssc-parity-d00b58286b5a7f1ec6f8cad298656f4a04037573,0.0
ssc-parity-40c1fd94fe4e4502fd12f220f8d306028dbbdb16,0.0
ssc-parity-bcf7fae59faea9e3aa6db979d9157934617dea04,0.0
ssc-parity-f7e9745061c00e0dc2724e7f7084f4805df73a22,0.0
ssc-parity-df59a48efca1c89567042b228817f765d9d61389,0.0
ssc-parity-99f54116e043da1e9fab6c94cbdd8ece38fe4b12,0.0
ssc-parity-a2e4b9d20f0696ea4f30e43e4468b2707ff19862,0.0
ssc-parity-7021caaf37d524b7482a32c29822c1959dc8838a,0.0
ssc-parity-b8f04aecf9e42d5f5422b5e8b2b3a1fe9d5236cb,0.0
ssc-parity-085441b2b0ed93aae6e28f0c2442ce0b3c42ab21,0.0
ssc-parity-beaa993312527cace9e9e9d0952e17aa09ec7522,0.0
ssc-parity-3ddb6f97a40f580ce78ba75b10bafcb4c107dec4,0.0
ssc-parity-3771ead4a1647f79658ecebd952ee645c306bdd6,0.0
ssc-parity-e4869c4b4839084a285b3b8ea55b26e815ed04fa,0.0
ssc-parity-00d13aa626b00ed1164b31e9f27a93267cbbab37,0.0
ssc-parity-b001d5ef552bb9a662705980bbaa1a46e3954bc6,0.0
ssc-parity-12fa394c8b91435b26b67d05a6f1ee3bb4b8f1e8,0.0
ssc-parity-aaaaefb491ba3a396a7b3ed02d99638310d3c29b,0.0
ssc-parity-6e0f92bbf61875987bc2d73091d56b5314f02b2e,0.0
ssc-parity-e635dedf04995ddcbdd35b7b7790e62962aa1960,0.0
ssc-parity-af9a1126748b3d8872a1a3d1b7fe3c62be298b2f,0.0
ssc-parity-1c829383d6c0a486e2a8b82dedf069714cf519c4,0.0
ssc-parity-8a0189393493b6217df242f71d0ff0240b17a192,0.0
ssc-parity-e8be87c263ccae8bd222805397c3e3f62f511359,0.0
ssc-parity-228eadea521d500f75f1ef4c3a70d6bb1c8bad5b,0.0
ssc-parity-65fa364c89c2f6c9fdf1fd61936d089f4858bddf,0.0
ssc-parity-c2c2bd8650693d77adb3e7081f1a88119f5803ee,0.0
ssc-parity-c2060f8431687901e2aa18c55ccfd3b20f5dd766,0.0
ssc-parity-19654d091a8e12cde72014a597b51df9871a279a,0.0
ssc-parity-cfaa9f460b407503577ced75de634311405b1d6f,0.0
ssc-parity-ae3e9dd3d8dff3da1776340c1e4b99256acf42e1,0.0
ssc-parity-2a0154cd3b286853c9e1b9dca6661a05712a2aa2,0.0
ssc-parity-549aa3e20a921b62480a93ef5a98c221ff55a1f3,0.0
ssc-parity-4dac088aa9469537e5102d39ff11771481cb8263,0.0
ssc-parity-49ba5197adf931f8284ad2bb1944cf970d05524d,0.0
ssc-parity-6ab7b5f46301e6c6a9c529df782d32ee07677425,0.0
ssc-parity-a4afe0b290f69c076b5640e5842372b6390a03ee,0.0
ssc-parity-c54eee40a42dc1652adc80bad45c1846c41ee4ab,0.0
ssc-parity-fde465c3da13977fa4bd853d555181be73c5cc16,0.0
ssc-parity-b8f2e2d22be77f8d27b5e7c6db045fceefa01f11,0.0
ssc-parity-e02da8ce148c25d423bae10da8c1ff0af4c313dd,0.0
ssc-parity-aa7bcd7106f64c37c6344c7aafbb4bac8498cbab,0.0
ssc-parity-0b0b7ed7e8b3948abf399829c18c853600ecd4b7,0.0
ssc-parity-925d596b05fe19e6b6e9ac913ccdb5f361517266,0.0
ssc-parity-15559ca7d1c62030bf7b8255d07e65f40374d8bf,0.0
ssc-parity-45afd9b3f615f1fb40fec9cadfaf4a03639c7cf4,0.0
ssc-parity-111f5dff0a256d83c49bfd25aa5a2c9cb36d120f,0.0
ssc-parity-c6524310fe4c0ab5d50a6fd79315c291f2d9f2ac,0.0
ssc-parity-7cd63b1aa1fa04d0549369583a0fdca3db4a471a,0.0
ssc-parity-ced648986c6fcfef962f7724cf97bb902e272455,0.0
ssc-parity-3fc8e29ec475f4d2f8ac20c1bf74135993116541,0.0
ssc-parity-11bebdc1f19ff73d54f8ea30355a5e91b2d15881,0.0
ssc-parity-5a689e68cf78bd1a2a1eeaa2ffdcaeb7aa7f9bba,0.0
ssc-parity-fa600b1e143ea08628bd5f4545402165dfa52c9c,0.0
ssc-parity-7e7efba5129455ee68f64a137b591c5c13f7257f,0.0
ssc-parity-6153539884405e7944f45a84df740b54846b9e6e,0.0
ssc-parity-99cf3ba0652b01e39190ab70fbf13e6e8fa29a55,0.0
ssc-parity-4481516e1f56896a09f5756401125bbab5f3b518,0.0
ssc-parity-8a5de7cdbd4d5746e1490eedaf95a9ce3d131946,0.0
ssc-parity-c35b58469778edbc423af4d65c6040a00d9fa2aa,0.0
ssc-parity-ae8363c41975377aabc20926586a129aaf9fbce4,0.0
ssc-parity-7f07b93264f8b6a4d29bd8402347c9eb18c44105,0.0
ssc-parity-d6a5c5338f328a244a159155b2c40f40761e6eff,0.0
ssc-parity-cc2107ba7ca27e5a0875bf9a044c48c3ffd4e1c7,0.0
ssc-parity-a49d0f063b9c854e39985970d15db9abba67073a,0.0
ssc-parity-6b01c4ababed2e6b6e01aab9049fa001ff5a2a6b,0.0
ssc-parity-863cc8847a61be46fe1e7f15f43df425b20f2a87,0.0
ssc-parity-cfcfbf3afe269f08cf0f20e4bc9f5da21ee18d83,0.0
ssc-parity-2a26baba4a8b09dcdab67f279b7cd2afbdf2f3e6,0.0
ssc-parity-fe878e9761753f47ac4235581cb23844f027709b,0.0
ssc-parity-6e9501e8d40dd165a7d047940d9b0c75b610a933,0.0
ssc-parity-e5e70e931d5c989f81ed7ac32f75ed98b27d19fd,0.0
ssc-parity-1cc9c05189479820bc8f09ffd28f32d63951f229,0.0
ssc-parity-747f74aace8f9f7e172b248ea3db34049c15ef08,0.0
ssc-parity-2badc23a2450cf13efab44264f1bb0deb5fc6361,0.0
ssc-parity-dc7f60edaf6059b8ec0f7b162efaeaf2bd6a1f12,0.0
ssc-parity-d8d4497ee505a66bfccc4f0ccd7d3fae083a808d,0.0
ssc-parity-54264e48e4e5a445979b329ecfeb2d94e01ca92e,0.0
ssc-parity-30d1619b3f353d0c855bc418610c378000194a37,0.0
ssc-parity-e220461de092c0d97d6456abe47ee9440779c0db,0.0
ssc-parity-d0a1414912884eaebaaff7b012a03ac6b3dd71ac,0.0
ssc-parity-3b314175906de1c1f2bdf696e177dba78072fefb,0.0
ssc-parity-392521b461571bbab604b2a593c3b127aa294960,0.0
ssc-parity-71dcb4f0da500a8008ca3d17e91b0b987a666ef1,0.0
ssc-parity-bbd65135f8ad6c61b1f6cab51be9cb0f78084855,0.0
ssc-parity-b974040365650606eec326efe0822651e2eab876,0.0
ssc-parity-721a370f4e042de421c8e8c74ae72eb4a9b0243b,0.0
ssc-parity-037ca5a8ffe15a784669f3beead9c0b37415e461,0.0
ssc-parity-c18d290e3a6d06d7145d80e83d55b5b9c61e1d74,0.0
ssc-parity-148e4d1c959188d845702396eadf2d848d0e2e63,0.0
ssc-parity-1627a9c8d1a0774bc74675398c8d847f4e134723,0.0
ssc-parity-bab37ffedda4f55bb41c66c77823066660d3b16c,0.0
ssc-parity-7fd8db2fee9f09ee94b30b6c036c61f0e0055a81,0.0
ssc-parity-8afc1583de91761567610702edbab840b8729fc3,0.0
ssc-parity-ff81c54be2ecd5cb889d5380c0a911f20b41ff79,0.0
ssc-parity-ae654f49ab01d881e17eda9e6151b65bea4c71c7,0.0
ssc-parity-9a62b6bd90cb795311920cdfd805f77f9cb4984e,0.0
ssc-parity-6153fa5a40fa5f5012946af15a46f490680914bc,0.0
ssc-parity-49fe20c3e7237913eaf82f478538b57d5d4b66cc,0.0
ssc-parity-b70ce430da4405f8598e9fec347726bc9fbd1ecf,0.0
ssc-parity-3ea7ea483cb4b4c28e7cb30f712a1c3ecd12fad0,0.0
ssc-parity-0d077e82756e5761bbfdce9976a3ce0ac2ff3a69,0.0
ssc-parity-9f051cd6b5b6a82a9f23dab5a6313b841232ed8b,0.0
ssc-parity-7f27417663bf49207809accbae4830afc6e4f339,0.0
ssc-parity-fea4f35ae6afb0f5933fdc6cc5076bde930478bb,0.0
ssc-parity-374e622832232c4f4281448691a7ad46a5ae7f65,0.0
ssc-parity-8c5209fed69599dd22e84292519929f77f8ae28a,0.0
ssc-parity-39f9bce92c09888b0b3bea7c63ca474c53f3413c,0.0
ssc-parity-54347956bfae55231bb98af9095381b4b0149097,0.0
ssc-parity-627d1359538cb5117e8fe873fce15374b52c9652,0.0
ssc-parity-6e2f49f157a1c7086e4e940e28c38bd82d0f6fec,0.0
ssc-parity-b83b8e7b3205877610a5cc8bd98833194f82ec32,0.0
ssc-parity-704173dda16c3eb67ae0be3d0ee93c694e3b7404,0.0
ssc-parity-c0694749b3d43696adcaab8032d4a5e48aa24fdf,0.0
ssc-parity-307f5be8f8e7e6f84cf33f4a93704f4caaa62825,0.0
ssc-parity-e34ea42a192c73be097fe1b818cc4040aee11177,0.0
ssc-parity-a71a267381c8e13e5a742085716cad59482bc3c1,0.0
ssc-parity-bc3febd0abf4cc065b162ec4e5e686a408413c75,0.0
ssc-parity-24f6206c9f7502e54da48fbbfd46a7d5b2765d0c,0.0
ssc-parity-ec63db8d566f7d25bb6bfd2f594508318d5e0a44,0.0
ssc-parity-452f489832c9baa24d15bd1858651d0c8d0bc1d0,0.0
ssc-parity-a3518be114a30691f219f7ba94de9779273aa5ca,0.0
ssc-parity-a9623850586da64a69faa50cc8399304d7e01b52,0.0
ssc-parity-863d42d4806b5d394319a0e81bb7bf029a281836,0.0
ssc-parity-bbbbc328c86e0c8df747530da6540fe2e41f7558,0.0
ssc-parity-b3f1ebfdce3ffaca3bf0fdb07b43f95900542daa,0.0
ssc-parity-0c3efb491a0e0f4de84d28c60f1196550d9792be,0.0
ssc-parity-b57aa56f209d4ef267f60fe736c6d76cbe7939ce,0.0
ssc-parity-fe2719c32e30448e19b4f75716551c2125878d96,0.0
ssc-parity-7ac145118f696283392ad8cc9e4bb35ce0732ae9,0.0
ssc-parity-2d734b870e8c485175865326467f2920fd610153,0.0
ssc-parity-3b4a80031a371e1b0c9dd5f3363f990865338279,0.0
ssc-parity-4ca68cc3d72dd76841fb03992c4698fcd4a112a5,0.0
ssc-parity-d7cba1398255c0f1998b61cf08b967b16642e3ac,0.0
ssc-parity-287babb5bd65af37b974c9be609859b7640d2d21,0.0
ssc-parity-1f50b0bb8dc494b3933af97ea3d34638ce806bad,0.0
ssc-parity-a7a73ad0d931d4c7485752506a061df2be89e97f,0.0
ssc-parity-899ec7113d3ca576e8d34457586c230d4b37d6c0,0.0
ssc-parity-aee8429e3356a06d4c01634b27f20cb789e42c28,0.0
ssc-parity-e5848c14245eb947ff1663a7ce6b3c903f980be7,0.0
ssc-parity-ac584d552fa0fdc7a5c51275ad799bb4f5cabae7,0.0
ssc-parity-27f903f00880ced73171bfc2a8c72c4dfc104900,0.0
ssc-parity-7dd5abe1fe039b5104c67316c099728dc1f0d704,0.0
ssc-parity-6f90661579efee9aef1e569c0b0d084bde3fe515,0.0
ssc-parity-8768d6ab8a560500cb4ac7adfde7a60485d00620,0.0
ssc-parity-fb3b5eac98a957cab8799558f3304dea73af933b,0.0
ssc-parity-7517c22970db08ceaa4fe274ebd51052f8625c15,0.0
ssc-parity-ac7d9497df1104432a00bf62101496ba4c39137a,0.0
ssc-parity-a4963f6277212f76ee52cb1db614b3b02968172e,0.0
ssc-parity-346ec8f53ce030589783436e55d8207fd06445e8,0.0
ssc-parity-a24a776bbe4cf67f63767de7cbad43f7f770f7c5,0.0
ssc-parity-6d020414ca7a37d4ca47665f652e9f38e27e2d0f,0.0
ssc-parity-8616b008a1e7b13469b384099928e9ee47b83fe1,0.0
ssc-parity-ab5c5410798ad391b8d4d7385c0cabcf85ea8388,0.0
ssc-parity-861fd1b28f778f6ce11864e8bf25d775e63f6b06,0.0
ssc-parity-823d16a3bc565c8884afbfcacb3bed84a91df209,0.0
ssc-parity-3f91f35374278d7147fb8ccf6f7ffc6419a061ab,0.0
ssc-parity-c21655307231b8af5f02784a71d4c635902e7ee1,0.0
ssc-parity-8a10b8de1f87211cff22155ea6e2c1fe63dbb2d0,0.0
ssc-parity-3caeea36e14c2fc36c9dea4f2d04761aeba6e96b,0.0
ssc-parity-0bf3c460faa4094b9311bb26085d48e3f7d4dadf,0.0
ssc-parity-ec8bbba3fe3f30661efd5843f78ff953c8099256,0.0
ssc-parity-1eaf1e8324f58d9f5805ac21602c6de016fddb40,0.0
ssc-parity-16727b5a502ac57ef13faf2507fe98478a5204f3,0.0
ssc-parity-6abdbd386e7065d5b139efa14e92fa0a2e0b3986,0.0
ssc-parity-e69568e63bc3b30fa7bc8173d52d273720841c7e,0.0
ssc-parity-e610ee23ca44acd294bbb2504cb1d280906abeec,0.0
ssc-parity-598b74507465f28b7c913eb1f52f00d65e9e5757,0.0
ssc-parity-102f4d68c634756ddcf7272bb2c6f6ed96fd434e,0.0
ssc-parity-6b266e9730cb8916b76cce3792d3a895430fed08,0.0
ssc-parity-55d475e9e4c616ca75a2393425f8e22091f47d3d,0.0
ssc-parity-ae0047da6b46e9502b464b9f0da86d7f7a8b7f1a,0.0
ssc-parity-aab9b2038f69f2a452beb40182fd6548c5af9f43,0.0
ssc-parity-a7c19e0ec96db99e45fcc9b9722074e6e95cede7,0.0
ssc-parity-f8f2e49bbd38cca48d95871f3651b25a25687dbd,0.0
ssc-parity-9981b34fc8bd50ffe70f3a59cb7f91109c6e4886,0.0
ssc-parity-83460e16035747cf4a8997f06951e734a1beb8f4,0.0
ssc-parity-ad396d43acb4b88e537eb6a8f08282c2e9063ffd,0.0
ssc-parity-730184e70aae3a31e9640a6f0427e23aaf4a6897,0.0
ssc-parity-bf8188af57a2348ced59252d63efc5183e32547b,0.0
ssc-parity-e16086522ece923e2cebebf8bba00711c21f30cd,0.0
ssc-parity-d1fe2fef60840cd10f661c552b1f1ab7a1320969,0.0
ssc-parity-14dee8c221740abaae271a7cfe5b8c4247bef577,0.0
ssc-parity-988409ec2b6bfd78b3338fb77089221238f9703b,0.0
ssc-parity-51190c258769445b7c7810c4b87d2e5392beb073,0.0
ssc-parity-b9991ef116e729c1207cbd230a07d14cff461540,0.0
ssc-parity-9c6a25942142358c7446b1060cb22feede82e66e,0.0
ssc-parity-f25861adfe80f71b98b74f94d396b8e10cb5a1ea,0.0
ssc-parity-b5715e650491f9e5b2e914ce52c95775e36a4f98,0.0
ssc-parity-f02d09747451926f43320c9e6ca47ae84bcd854d,0.0
ssc-parity-c7e1deece7e26e19817aacd912f1f759147f9cb7,0.0
ssc-parity-1424b8b150ab33963abca111a0f05877f17f497e,0.0
ssc-parity-d27ac40951ca6bd5123a8ee6e02328cb358f9a4a,0.0
ssc-parity-549900cbc507317b41fd2036b6ba17b86e0b855e,0.0
ssc-parity-3696025dec587a6f55c46e99a5d5d335257494fa,0.0
ssc-parity-6dd38bdfc1a934a592d4a3d6884d8a568f2d804b,0.0
ssc-parity-99664fc26f737293b22a2aed9fee2bada5f70422,0.0
ssc-parity-36aee2d8a09c4d718a8eb14d0e23d8c0a5eef379,0.0
ssc-parity-305e91a36ee26315dd8a614cefa615fa3b274e73,0.0
ssc-parity-3d23f306ec3f62f5fbc444d82e97d875483a9b09,0.0
ssc-parity-851330f711496fcab5d3ba0a09699a12d1b3247e,0.0
ssc-parity-e3e6a3a6d2c50ff279686e6f19e0a14f4bffc2c6,0.0
ssc-parity-9eee84d664f6f22186de81e5ccce554b755d551c,0.0
ssc-parity-07d44e3b4578ca7df65f9f464d08f35e6a4eaf97,0.0
ssc-parity-acc92c965c6d61245117d79d9d0f07bc2d9e7e28,0.0
ssc-parity-42f17dffb60c6d3548b60227f65b2a36f480d998,0.0
ssc-parity-258974c0170a39521ba89e5d77cd06fa58c0a4e6,0.0
ssc-parity-ef5da5cbe67e777c517c24693fcdbf34154026bb,0.0
ssc-parity-ca6a30c972e26be17df2dfc06fe21ef74954df6b,0.0
ssc-parity-ebcdfe80da8a45566d111d5355f29326afc6815e,0.0
ssc-parity-894949c0f677ad90f3b5e99163e173859d1fdfdf,0.0
ssc-parity-19c34ec9ae7397d3f204495e727b4d70a4f1dd00,0.0
ssc-parity-c81bd5228838d9a3e0f6867e596eaad1f583e6b2,0.0
ssc-parity-0d62988b3f4f9131408e70d606138f8383da7816,0.0
ssc-parity-7ac4c2b635fcce0224c246233f3c27e92331bc35,0.0
ssc-parity-253fc8b666482c92787e3aa74a41076a01c5eab4,0.0
ssc-parity-c2486bb9a3f5a0948dcd9a8278962befd2bebb7f,0.0
ssc-parity-0369ff8c801e9e189fd6bddfb16ce84220d2bf44,0.0
ssc-parity-6fa0d114ebcdfe23042a9386693d9420f1155eb9,0.0
ssc-parity-0be78602651c47c7346d0194a8547c9c80b92e1f,0.0
ssc-parity-8858694d1f76dba6dcad2aa7f0c14f1c6dc38b44,0.0
ssc-parity-056ae8e718c208f1358b9d24bf34d6b00c9976b1,0.0
ssc-parity-094a7227e261b5dec457bf9df23239ad987eb443,0.0
ssc-parity-71903760b7c7ac1f169c5f65df485a9b741cccc2,0.0
ssc-parity-b3aef721a3e166abcebf81d87e87522eaff79846,0.0
ssc-parity-5a0e5594367339b4401643fc62a95d2a8c23d1c3,0.0
ssc-parity-33362f66299cdee44fdfda0ba38c4be435edbd41,0.0
ssc-parity-177837aee212dd765de37dc9edfbad5767166d6f,0.0
ssc-parity-a32cb6b975759a2b90d80255e7955aacd98eb059,0.0
ssc-parity-838e1ec616c151349784e416914191fbfc8e4453,0.0
ssc-parity-5509ea6c07a7bb256158602bf00dae1bb38b362c,0.0
ssc-parity-0ee8a509d84660f4fce4d1e56329384b1281d8f6,0.0
ssc-parity-480e3229b88aa52dc0ceeb7d79beb48f141cea7a,0.0
ssc-parity-1c0fcc19a78f6f6c19e11aedd4436fb9306ac103,0.0
ssc-parity-1c503a151b9a9982a50b4d25565a52dd19b1e5a2,0.0
ssc-parity-3e28dfd83b028f0e5fead0008a7aa83efdfdb98c,0.0
ssc-parity-b27d3cc0ecd8fc8eae0e4624b467106649f629d3,0.0
ssc-parity-d18b955065c44a75bc8df8294fe22401d153a49b,0.0
ssc-parity-2951716f4cf58f4a02d94232a6d84a5cb70e0567,0.0
ssc-parity-f569f12bbf6d3a677e361fb547fd6413fe5f1b5a,0.0
ssc-parity-c9195542d829d06d3f8d7c40ccc643ce7e62d87d,0.0
ssc-parity-6a0a908f104fc8971b7b6aaa6c95ccc0676b4b76,0.0
ssc-parity-93bcf124e93231888db0df982e9e1334f7a67157,0.0
ssc-parity-a0de758c45c45c1cf585dcf0c9b6b1e1b68c38d8,0.0
ssc-parity-c1a7f8b9e2f5b0ad688feea898f9fba016f9de0d,0.0
ssc-parity-1e2249d13c47b47367968665380c5c50c1fdc6a6,0.0
ssc-parity-9fb54c5486da751b751874ed48f6fdba877ec02a,0.0
ssc-parity-9142af8b86a4b83fb967ee4dec796fcc3c89d89b,0.0
ssc-parity-844d7ab6473fb5ec8b3a33323b223ca54ccd1405,0.0
ssc-parity-ee926637bdb76fbb4123e3fe26781f24f053c47b,0.0
ssc-parity-d5718ec4b1f83d445114e97548cbd54735f85c1f,0.0
ssc-parity-4a837de00dce0d67c5ff4b5be281cc66bacc58c0,0.0
ssc-parity-c25a710737ccd6cf4084c32df4e43d921e048ba6,0.0
ssc-parity-697447b0bb236dd133da2b3d53d5e0fbd3982604,0.0
ssc-parity-eaf645375913db015346aede5b57db10f6184e28,0.0
ssc-parity-6fbf2b38082e5950739a5a3f0e441b8ee0806ae7,0.0
ssc-parity-8eaff3a7d096bedd118621122045f398c883b054,0.0
ssc-parity-cf4a37b2960bc494cd27ff48fc20b1971a42a10c,0.0
ssc-parity-21ebd21cc258f5b833b789f762158167aed5b9a7,0.0
ssc-parity-dd08bb802d27e9d59e6be18662e7223e955e600c,0.0
ssc-parity-a8f37e102a05182adacf8fe26f4710a0f02f4abe,0.0
ssc-parity-30621e50d5ed9a721452dd3b5ee336bd08d7a399,0.0
ssc-parity-f4fd5d0a37dfa4c7ec134b2227a6abe95b7e7fc0,0.0
ssc-parity-1a1cc9f6a482f32509352654306f72cf5dce685f,0.0
ssc-parity-fbd1d18bffb7b4f17d3100045e8340e3041bee00,0.0
ssc-parity-9f7f2e2c4578d8de9c422889a3c9b39f6938255b,0.0
ssc-parity-25fdcfb7279ceec6e0ff0bdf1c6c3893b2806dc9,0.0
ssc-parity-4cb3203be1cbd8fe653ff03926dcdcc4a9daba8b,0.0
ssc-parity-e38793f1d86feda8de32b6a43640b687d06d522b,0.0
ssc-parity-373b9259ac21c08934d927b67072fedf32c7826c,0.0
ssc-parity-6ae6d5d5e82fe4aa66e0d41e93985b5c854ee16a,0.0
ssc-parity-56e9dd54f07ab2e4af8a9da5865d7c8b7982c175,0.0
ssc-parity-e953b13b6d07a3952286b6f1297b672f7d959353,0.0
ssc-parity-1e4bf5f2c586d97965212570ebca0a33ee778791,0.0
ssc-parity-0e31b800e0676703891e731ba9b671650a516c61,0.0
ssc-parity-1fbe5adbf020fef03dbdb41f9823c2388ed5732a,0.0
ssc-parity-0bd28c0e9f03a2c216768d1013712380872017d2,0.0
ssc-parity-436a0f2a3048f8f5a0f89e3ea87ad54e03517516,0.0
ssc-parity-ec8aa5e563fb5c794a9015fb5040bf981b8eb7dd,0.0
ssc-parity-24db3fb7387e221a3146e9ee5024f9f5b4c3ec66,0.0
ssc-parity-c3d4a29e0e3c108fe288628bf549b749650a2572,0.0
ssc-parity-361770d83aff75b7fe9ed47c243dac602cf034af,0.0
ssc-parity-1380bd11ea5a66ea4e84334b476c28d7ef342940,0.0
ssc-parity-6d353e7e32fc40042b68fa1887209f89d77cddba,0.0
ssc-parity-82177136b89db086640a349db3f0bb023032eb8f,0.0
ssc-parity-5aaa70572876fbb10739d47ae3ba877198519fcd,0.0
ssc-parity-aabfd4adbfa986eda282cc013bf470d4b675cd59,0.0
ssc-parity-5b64bf3389b7764fdeff3686c284ba7a94c3b401,0.0
ssc-parity-7885342c82961bc3efd811711434cc2693b2b2d3,0.0
ssc-parity-c43a260247faa061ece19c0f591bd8cd7e329979,0.0
ssc-parity-96dcaafef9ec2ebac062e30b9a016dc2dbf51ea5,0.0
ssc-parity-620451816cc4e751c9f7a46092244b14e33852ea,0.0
ssc-parity-025c1f23156462e005aa6e63c0ba4d8f14ca8cfb,0.0
ssc-parity-8c60eec4133c0a65e244e3edcdad94ab87d7cc21,0.0
ssc-parity-2a7bc154549f99e40bd3d1500f2cf4cdf455c977,0.0
ssc-parity-bc385d77571df964dd75b115729bb9f54bb52330,0.0
ssc-parity-bdcca4f7343412f968eec27c836be6475e641d2f,0.0
ssc-parity-f7c11dadafa205dcbc02fc07ee2f54987dc7dc28,0.0
ssc-parity-175b0b45e5d4461f77af00546589d4e353d7091d,0.0
